customer_id,lead_id,name,phone,purchase_details,contract_date,payment_plan,customer_type,support_status
C023100,L037001,AmralRaed,(+20)01056622445,Apartment,9/5/2024,Installments,New,Active
C023102,L037004,HusseinabSamir,(+20)01150005460,Apartment,8/31/2024,Cash,VIP,Inactive
C023103,L066838,bint-basma,(+20)01216344251,Townhouse,8/11/2024,Installments,New,Active
C023104,L070922,Noor-Hani-eddine,(+20)01184151044,Twin House,9/8/2024,Cash,New,Active
C023105,L030475,Mahmoudey,(+20)01278462820,Villa,3/23/2024,Installments,Returning,Inactive
C023106,L030487,ibnghadasan,(+20)01187807141,Villa,3/5/2024,Installments,Returning,Active
C023107,L030491,AlMedhatan,(+20)01222032850,Villa,3/7/2024,Cash,VIP,Inactive
C023108,L080922,BayAli,(+20)01138956451,Penthouse,10/25/2024,Installments,Returning,Active
C023109,L037006,Isiseldin,(+20)01547693676,Apartment,9/5/2024,Installments,Returning,Active
C023110,L037010,jamalurkhafre,(+20)01070069445,Apartment,9/18/2024,Cash,Returning,Inactive
C023111,L037011,UmAmrallah,(+20)01147339404,Apartment,8/27/2024,Installments,Returning,Active
C023112,L037014,MOSTAFAELHANI,(+20)01548367228,Apartment,10/9/2024,Installments,New,Active
C023113,L011295,Bint-Nasser-ullah,(+20)01000900342,Twin House,2/11/2024,Cash,VIP,Active
C023114,L037017,NEFERTITIIZHORUS,(+20)01563815892,Apartment,12/24/2024,Cash,VIP,Active
C023117,L037022,El Amr,(+20)01502577612,Apartment,10/17/2024,Cash,Returning,Inactive
C023118,L011231,Ibn-Ihab,(+20)01130009378,Duplex,10/11/2024,Cash,VIP,Active
C023119,L037023,HebaulHussein,(+20)01188779434,Apartment,8/7/2024,Cash,VIP,Active
C023120,L037026,UmTamerah,(+20)01020097828,Apartment,10/12/2024,Cash,VIP,Active
C023121,L037033,Dahosiris,(+20)01029517800,Apartment,2/15/2024,Cash,New,Inactive
C023122,L037041,Zaki-Maher,(+20)01239498520,Apartment,10/31/2024,Installments,New,Active
C023123,L030492,alhorusan,(+20)01277064916,Villa,4/19/2024,Cash,VIP,Active
C023124,L037043,Abd-Hassan,(+20)01587410881,Apartment,3/29/2024,Installments,Returning,Active
C023125,L037044,AbdGhaday,(+20)01104646161,Apartment,2/12/2024,Installments,Returning,Inactive
C023127,L037045,Dar-Gamal-i,(+20)01123480963,Apartment,2/27/2024,Installments,Returning,Active
C023128,L037048,Latifa,(+20)01121238983,Apartment,4/19/2024,Installments,Returning,Inactive
C023129,L037050,Nur-Medhat-i,(+20)01016682078,Apartment,10/29/2024,Installments,New,Inactive
C023130,L037052,HanielTarek,(+20)01510864378,Apartment,2/23/2024,Cash,New,Active
C023131,L037058,Dah ahmed,(+20)01195279249,Apartment,8/27/2024,Installments,New,Active
C023132,L037066,Binttamer,(+20)01278742722,Apartment,7/10/2024,Cash,VIP,Active
C023133,L037068,AbdNouraullah,(+20)01572351797,Apartment,8/7/2024,Cash,VIP,Active
C023134,L030494,DalWahideh,(+20)01287497132,Villa,4/30/2024,Installments,Returning,Active
C023135,L037070,UmMohamedi,(+20)01583518531,Apartment,4/26/2024,Installments,Returning,Inactive
C023138,L030501,IbnAlieldeen,(+20)01577171269,Villa,8/7/2024,Installments,Returning,Inactive
C023139,L030510,altamerun,(+20)01109265516,Villa,1/23/2024,Cash,VIP,Active
C023140,L030525,Usama-un,(+20)01567265555,Villa,4/26/2024,Cash,VIP,Active
C023141,L037071,MahmoudilTamer,(+20)01269865757,Apartment,2/10/2024,Installments,New,Active
C023142,L030530,Tawfiqal,(+20)01126946082,Villa,10/9/2024,Installments,Returning,Active
C023143,L037072,Fadi-uddin,(+20)01278655837,Apartment,10/3/2024,Installments,New,Inactive
C023144,L030534,omaramwaleed,(+20)01202856388,Villa,4/1/2024,Installments,Returning,Active
C023146,L030544,EssamelYoussef,(+20)01559210559,Villa,3/27/2024,Cash,VIP,Inactive
C023148,L030547,Abu-Hoda-a,(+20)01272029562,Villa,9/18/2024,Installments,New,Active
C023149,L030551,medhatabmostafa,(+20)01066282993,Villa,2/27/2024,Cash,VIP,Inactive
C023150,L037079,Zahirsan,(+20)01091872655,Apartment,10/23/2024,Cash,VIP,Inactive
C023151,L088739,Yehia8491,(+20)01096812107,Twin House,4/24/2024,Installments,Returning,Active
C023152,L037082,NurZainabal,(+20)01177920635,Apartment,1/26/2024,Installments,New,Active
C023153,L037083,Ayn Amin,(+20)01193058483,Apartment,10/9/2024,Cash,Returning,Active
C023154,L037084,Farghada,(+20)01222783989,Apartment,8/30/2024,Installments,Returning,Active
C023155,L037085,AbdHusseineldeen,(+20)01179666976,Apartment,8/1/2024,Installments,New,Active
C023156,L037086,Khalil_96,(+20)01594274200,Apartment,9/14/2024,Installments,Returning,Inactive
C023157,L037087,Nefert Ahmed,(+20)01134788305,Apartment,1/1/2025,Installments,New,Active
C023159,L037089,HassanabGamal,(+20)01132607551,Apartment,10/18/2024,Installments,New,Inactive
C023161,L037094,khaemwasetatjamil,(+20)01573792102,Apartment,9/23/2024,Cash,VIP,Inactive
C023163,L030556,NoorMedhatullah,(+20)01021453034,Villa,9/9/2024,Installments,New,Active
C023164,L030568,AhmedenNabil,(+20)01001142700,Villa,2/24/2024,Installments,New,Inactive
C023165,L030284,BalEmanun111,(+20)01014736894,Penthouse,3/6/2024,Installments,Returning,Inactive
C023166,L032584,lubna3497,(+20)01296871439,Townhouse,8/7/2024,Installments,New,Inactive
C023167,L030583,BAY ZAHIR,(+20)01081196408,Villa,10/13/2024,Installments,Returning,Inactive
C023168,L037104,Aynthoth,(+20)01558703781,Apartment,8/19/2024,Installments,New,Active
C023169,L053982,El Yasmin,(+20)01214064235,Townhouse,9/4/2024,Cash,VIP,Inactive
C023172,L068943,Ibn-Karim-ullah,(+20)01519931034,Townhouse,10/14/2024,Installments,New,Inactive
C023173,L011252,AbuIssam,(+20)01215267740,Duplex,2/23/2024,Cash,New,Active
C023174,L086934,IbrahimadMostafa,(+20)01162249078,Townhouse,10/12/2024,Cash,VIP,Active
C023175,L091369,Mostafa_80,(+20)01130390478,Townhouse,10/19/2024,Installments,Returning,Active
C023176,L030613,AmrelGamal,(+20)01232188509,Villa,3/11/2024,Cash,VIP,Active
C023177,L037105,Elgamal,(+20)01506553081,Apartment,8/17/2024,Installments,Returning,Active
C023180,L011282,essam2054,(+20)01230993765,Duplex,3/4/2024,Installments,New,Active
C023181,L030641,Dar-hoda-an,(+20)01504178341,Villa,3/11/2024,Cash,VIP,Active
C023182,L030642,ELKHALED,(+20)01178699242,Villa,8/4/2024,Installments,New,Active
C023183,L002174,Al-Dalia-ullah,(+20)01182547954,Townhouse,6/19/2024,Cash,VIP,Inactive
C023184,L066976,Bint-Noura-ullah,(+20)01276749953,Townhouse,4/13/2024,Installments,Returning,Inactive
C023185,L037110,Horusaf,(+20)01513561860,Apartment,8/9/2024,Installments,Returning,Active
C023187,L013838,NoorMaat,(+20)01150380808,Twin House,8/9/2024,Installments,Returning,Active
C023188,L037115,djoserumsamira,(+20)01288138548,Apartment,9/14/2024,Installments,New,Inactive
C023189,L030644,Ibrahimemosama,(+20)01067184306,Villa,4/30/2024,Installments,New,Inactive
C023192,L030654,Nur Nabila,(+20)01291180741,Villa,9/24/2024,Installments,Returning,Active
C023193,L030663,Husseinangamal,(+20)01003664825,Villa,6/5/2024,Installments,New,Active
C023194,L030670,BINTSALMAMAN,(+20)01080132470,Villa,10/12/2024,Installments,New,Active
C023196,L030684,ElKhaledal,(+20)01153838661,Villa,9/8/2024,Cash,VIP,Active
C023197,L030696,NABILENNASSER,(+20)01020395502,Villa,4/28/2024,Installments,New,Active
C023198,L037119,DAHSNEFERU,(+20)01014371722,Apartment,3/10/2024,Cash,Returning,Active
C023199,L079832,Noor-Mostafa-a,(+20)01112765898,Townhouse,9/13/2024,Cash,VIP,Active
C023200,L030698,hebawan,(+20)01148601137,Villa,10/22/2024,Installments,Returning,Inactive
C023201,L037122,ElWaleedan,(+20)01172997571,Apartment,3/7/2024,Cash,VIP,Active
C023202,L030714,BintGhaday,(+20)01581707970,Villa,8/19/2024,Installments,Returning,Active
C023203,L055920,ibn-zakaria,(+20)01163364098,Townhouse,9/8/2024,Cash,VIP,Active
C023205,L037125,Horusah,(+20)01573217819,Apartment,10/29/2024,Installments,Returning,Inactive
C023206,L011306,Dar-Kamil,(+20)01262561665,Duplex,3/16/2024,Installments,New,Active
C023207,L037126,Thoth Aziz,(+20)01012275244,Apartment,10/7/2024,Installments,Returning,Inactive
C023208,L037131,ElHodaan,(+20)01111785947,Apartment,8/31/2024,Installments,New,Inactive
C023209,L030732,BALAHMED,(+20)01242739630,Villa,10/21/2024,Installments,New,Inactive
C023211,L037140,ABULABIBMAN,(+20)01564585133,Apartment,2/27/2024,Cash,Returning,Active
C023212,L011315,Ehabesh,(+20)01523735412,Duplex,3/27/2024,Installments,New,Inactive
C023215,L037144,GamaladAshraf,(+20)01556118723,Apartment,10/17/2024,Cash,VIP,Active
C023216,L037147,Ayn Essam,(+20)01574603110,Apartment,9/4/2024,Installments,New,Active
C023217,L095066,DarAshrafel,(+20)01202793387,Townhouse,4/25/2024,Installments,New,Active
C023218,L037150,Dar-Mahmoud,(+20)01128826341,Apartment,10/16/2024,Cash,VIP,Active
C023219,L037152,Elnadaeldeen,(+20)01233374762,Apartment,2/16/2024,Cash,VIP,Active
C023220,L030738,Shakerallah,(+20)01558004801,Villa,4/20/2024,Installments,Returning,Active
C023221,L030742,Nefertiti,(+20)01050357303,Villa,9/16/2024,Installments,New,Active
C023222,L037155,BintRaedy,(+20)01050562917,Apartment,12/7/2024,Cash,Returning,Active
C023223,L088036,Noor-Salma-ullah,(+20)01267427086,Townhouse,10/12/2024,Cash,VIP,Inactive
C023224,L030744,AlNourauddin,(+20)01075716338,Villa,3/3/2024,Cash,VIP,Active
C023225,L030750,NasserabKarim,(+20)01249303484,Villa,2/10/2024,Installments,Returning,Inactive
C023226,L011323,ElNabileh,(+20)01020864484,Duplex,8/15/2024,Cash,VIP,Inactive
C023227,L030767,fgxbil,(+20)01045160731,Villa,2/13/2024,Installments,Returning,Active
C023229,L030785,WaleedazTamer,(+20)01253489191,Villa,10/15/2024,Cash,VIP,Active
C023230,L011326,SHARIFABMEDHAT,(+20)01125364429,Duplex,4/18/2024,Installments,New,Inactive
C023231,L075910,Ptahif,(+20)01082970222,Twin House,9/5/2024,Installments,Returning,Active
C023232,L037162,adelalkhalil,(+20)01075573382,Apartment,3/22/2024,Installments,New,Active
C023233,L037164,Hassan49,(+20)01525108641,Apartment,3/5/2024,Cash,Returning,Inactive
C023234,L084759,Ayn-Yahya,(+20)01189020012,Penthouse,10/17/2024,Installments,Returning,Active
C023235,L031053,GamalazYoussef,(+20)01269949186,Penthouse,3/17/2024,Cash,VIP,Active
C023236,L011329,Ejfla,(+20)01079426898,Duplex,3/18/2024,Cash,VIP,Inactive
C023238,L045166,NabiladAhmed,(+20)01549041880,Twin House,3/23/2024,Cash,VIP,Active
C023239,L030794,YoussefarMedhat,(+20)01015301344,Villa,3/23/2024,Installments,Returning,Inactive
C023241,L037174,bal-tarek,(+20)01219931974,Apartment,3/22/2024,Installments,New,Active
C023242,L077439,Nagwasan,(+20)01060763845,Townhouse,2/20/2024,Cash,VIP,Inactive
C023243,L030810,Osamaaromar,(+20)01190348155,Villa,8/20/2024,Installments,New,Active
C023244,L037175,Mahmoud62,(+20)01118038425,Apartment,4/20/2024,Cash,Returning,Inactive
C023246,L072448,Dahhakim,(+20)01511156860,Penthouse,9/23/2024,Cash,VIP,Active
C023247,L074073,Kamil-in,(+20)01273232396,Twin House,12/14/2024,Installments,Returning,Active
C023248,L037181,JAMILFAN,(+20)01578048572,Apartment,9/18/2024,Cash,VIP,Active
C023249,L030812,samira-y,(+20)01518091118,Villa,8/9/2024,Installments,Returning,Active
C023250,L037182,RaafatosRania68,(+20)01162509014,Apartment,6/30/2024,Cash,VIP,Inactive
C023251,L082263,NasseradYoussef,(+20)01059199587,iVilla,4/14/2024,Installments,New,Inactive
C023252,L022368,MostafaemKarim,(+20)01519812273,Townhouse,3/26/2024,Installments,New,Active
C023253,L068794,WaleedabMagdy,(+20)01058378727,Townhouse,2/14/2024,Installments,New,Active
C023254,L030822,NurOsamaullah,(+20)01108190271,Villa,3/10/2024,Installments,New,Active
C023255,L076996,ElMonaan,(+20)01261848636,iVilla,2/5/2024,Installments,New,Inactive
C023256,L030823,WaleedasIbrahim,(+20)01284728490,Villa,10/2/2024,Installments,Returning,Active
C023257,L015570,Laylauddin,(+20)01104718378,Townhouse,2/18/2024,Installments,New,Active
C023260,L037191,AbuMedhatallah,(+20)01041452314,Apartment,2/12/2024,Cash,VIP,Inactive
C023261,L030824,Isisran,(+20)01550546984,Villa,2/26/2024,Installments,New,Active
C023262,L037198,UmAdelun,(+20)01199766774,Apartment,9/1/2024,Installments,New,Inactive
C023265,L037200,Mahmoud_32,(+20)01576369853,Apartment,10/25/2024,Installments,Returning,Active
C023266,L079357,Jamil-ash,(+20)01022105281,Twin House,2/27/2024,Installments,Returning,Active
C023267,L084096,Ayn-Zahra,(+20)01220354101,Twin House,2/7/2024,Installments,New,Inactive
C023268,L037201,Um-Rania-uddin,(+20)01270782203,Apartment,10/16/2024,Installments,New,Active
C023269,L037202,Dar-Nabil-y,(+20)01504315400,Apartment,10/5/2024,Installments,Returning,Active
C023272,L030847,WaleedatKarim,(+20)01142688574,Villa,4/4/2024,Installments,Returning,Active
C023273,L030864,abu-ghada-ey,(+20)01283779306,Villa,6/14/2024,Cash,VIP,Active
C023274,L030868,Khaled_21,(+20)01564216314,Villa,10/18/2024,Cash,VIP,Inactive
C023275,L078803,AliazAli,(+20)01298539974,Townhouse,4/4/2024,Installments,Returning,Active
C023278,L076183,Narmer-kan,(+20)01081282894,Townhouse,4/13/2024,Cash,VIP,Inactive
C023279,L037217,NoorAhmedel,(+20)01204632383,Apartment,4/8/2024,Cash,VIP,Active
C023280,L030915,Bar Nadir,(+20)01284526499,Villa,3/20/2024,Cash,VIP,Active
C023281,L037219,Neferteldin,(+20)01187297528,Apartment,10/20/2024,Installments,Returning,Active
C023282,L030917,Abd Faiza,(+20)01586857376,Villa,8/27/2024,Cash,VIP,Active
C023283,L011334,Nada-ish,(+20)01528487849,Duplex,4/10/2024,Installments,Returning,Inactive
C023284,L030922,nurhatshepsutel,(+20)01280105823,Villa,2/4/2024,Installments,New,Active
C023285,L030927,IbrahimadKhaled,(+20)01517191285,Villa,9/26/2024,Cash,VIP,Active
C023286,L030928,IbnMagdy,(+20)01090754767,Villa,2/14/2024,Cash,VIP,Inactive
C023287,L030935,Rashid-Khaled,(+20)01144424473,Villa,3/4/2024,Installments,New,Inactive
C023288,L030942,ALGAMAL,(+20)01582000769,Villa,9/16/2024,Installments,Returning,Active
C023289,L030943,SaadelTarek,(+20)01208742377,Villa,4/25/2024,Cash,VIP,Active
C023290,L037221,Mostafa_60,(+20)01035701737,Apartment,7/27/2024,Cash,VIP,Active
C023291,L030948,AmranAli,(+20)01548147837,Villa,3/21/2024,Installments,Returning,Active
C023292,L070545,umnagwawan,(+20)01012613422,Penthouse,3/31/2024,Installments,New,Active
C023293,L098607,MostafailAmr,(+20)01257828814,Penthouse,4/12/2024,Cash,VIP,Active
C023294,L086796,Abu-Ali-eddine,(+20)01527928938,Penthouse,4/15/2024,Cash,VIP,Inactive
C023295,L030966,Ahmed48,(+20)01096617634,Villa,9/14/2024,Cash,VIP,Inactive
C023296,L030971,Gal Abeer,(+20)01096172713,Villa,8/2/2024,Installments,New,Inactive
C023297,L030980,HajAdel,(+20)01188782797,Villa,2/20/2024,Cash,VIP,Active
C023298,L030984,Nada1,(+20)01275119208,Villa,9/8/2024,Installments,Returning,Inactive
C023299,L031011,Khaledwan,(+20)01021715284,Villa,8/25/2024,Installments,New,Active
C023300,L073200,MagdyazKhalil,(+20)01214594246,Townhouse,3/14/2024,Installments,Returning,Active
C023302,L037223,al-saad,(+20)01244749013,Apartment,3/7/2024,Cash,VIP,Inactive
C023303,L031029,NadiratMenkaure508,(+20)01153966890,Villa,3/22/2024,Cash,VIP,Active
C023304,L037226,Naguib9572657,(+20)01158482305,Apartment,7/29/2024,Cash,VIP,Inactive
C023305,L031035,Saad97,(+20)01043799332,Villa,7/12/2024,Installments,New,Active
C023306,L031049,Khalil87,(+20)01149260666,Villa,10/31/2024,Installments,Returning,Inactive
C023307,L037227,AmrarMohamed,(+20)01109165530,Apartment,8/30/2024,Cash,VIP,Active
C023308,L049299,Mahmoud-ey,(+20)01023138750,Twin House,4/8/2024,Cash,VIP,Inactive
C023309,L037228,Ibnwaeleldin,(+20)01557114966,Apartment,9/24/2024,Installments,Returning,Active
C023310,L037230,FARNARMER,(+20)01183089981,Apartment,9/25/2024,Installments,Returning,Active
C023311,L031050,HUSSEINENSAMIR,(+20)01577164307,Villa,9/1/2024,Cash,VIP,Inactive
C023312,L031068,Nur Bushra,(+20)01541107047,Villa,2/14/2024,Cash,VIP,Active
C023315,L065725,elgamalwan,(+20)01057257885,Penthouse,5/5/2024,Cash,Returning,Active
C023316,L037233,Nur Salma,(+20)01573996662,Apartment,3/17/2024,Cash,VIP,Active
C023317,L037236,Medhat-el,(+20)01559586150,Apartment,3/31/2024,Cash,VIP,Active
C023318,L037238,ELMARYAM,(+20)01260566529,Apartment,3/19/2024,Installments,New,Active
C023319,L031073,OmarenGamal,(+20)01580488445,Villa,9/2/2024,Cash,VIP,Active
C023322,L072785,WaleedilTamer,(+20)01017925045,Townhouse,9/17/2024,Cash,VIP,Inactive
C023323,L037240,ABDGAMILAESH,(+20)01589959717,Apartment,8/7/2024,Cash,VIP,Active
C023324,L031088,EssamarNasser,(+20)01248779558,Villa,10/20/2024,Installments,Returning,Active
C023325,L031100,Um-Karim-ah,(+20)01515335166,Villa,4/15/2024,Cash,VIP,Active
C023326,L031101,Ibn-Samir-eldin,(+20)01145490682,Villa,8/18/2024,Installments,Returning,Active
C023327,L031111,Haniabraed,(+20)01164935190,Villa,4/24/2024,Installments,New,Inactive
C023328,L031112,Ashrafin,(+20)01578746799,Villa,5/27/2024,Cash,VIP,Inactive
C023329,L078582,DarMahmoudun,(+20)01199292231,Townhouse,10/14/2024,Installments,Returning,Active
C023330,L037245,ABDYOUSSEFUDDIN,(+20)01532111528,Apartment,11/4/2024,Cash,VIP,Inactive
C023331,L048732,Bint-Malak,(+20)01581812820,Twin House,7/15/2024,Installments,Returning,Active
C023332,L037246,Zainab Fadi,(+20)01251721706,Apartment,10/26/2024,Installments,New,Active
C023333,L092840,AlietThoth,(+20)01219040322,Townhouse,3/18/2024,Cash,VIP,Inactive
C023334,L031122,Jamila Zaki,(+20)01034898888,Villa,10/17/2024,Installments,Returning,Active
C023335,L037248,Waleed19,(+20)01560621031,Apartment,4/16/2024,Installments,Returning,Inactive
C023336,L031130,AdelilYoussef,(+20)01041301115,Villa,8/10/2024,Installments,New,Active
C023337,L070956,Ahmed43,(+20)01132580799,Twin House,8/5/2024,Cash,VIP,Inactive
C023338,L031153,Menes Djoser,(+20)01198097448,Villa,10/10/2024,Cash,VIP,Active
C023339,L095369,Al-Raed-eldin,(+20)01557625944,Townhouse,2/19/2024,Cash,VIP,Active
C023340,L087767,NoorSalmaeh,(+20)01221437164,Twin House,2/25/2024,Installments,New,Active
C023341,L031157,Khalil93,(+20)01520901470,Villa,8/4/2024,Installments,Returning,Active
C023342,L031159,Tawfiq-al,(+20)01181903626,Villa,8/22/2024,Cash,VIP,Inactive
C023343,L031162,Nur-Nasser-eddin,(+20)01563950199,Villa,8/19/2024,Installments,New,Inactive
C023344,L032997,Saad4674962,(+20)01086254714,Townhouse,10/19/2024,Cash,VIP,Inactive
C023345,L061353,DARNABILUDDIN,(+20)01157306174,Hotel Apartment,2/27/2024,Installments,New,Inactive
C023346,L031163,Hala_44,(+20)01067667207,Villa,7/24/2024,Cash,VIP,Inactive
C023349,L031192,Fahmy Gamal,(+20)01117228071,Villa,9/27/2024,Installments,New,Active
C023350,L031195,EssamanHassan,(+20)01207954952,Villa,8/16/2024,Cash,VIP,Active
C023351,L031213,EssamadHani,(+20)01010218324,Villa,3/14/2024,Installments,New,Active
C023352,L079859,KarimabHussein,(+20)01507036504,Penthouse,3/11/2024,Installments,New,Active
C023353,L096252,NasserarMedhat,(+20)01000228197,Twin House,2/20/2024,Installments,Returning,Active
C023354,L037251,BalDjoser,(+20)01167980479,Apartment,4/27/2024,Installments,New,Active
C023355,L031218,Abu Ahmed,(+20)01160273373,Villa,10/1/2024,Cash,VIP,Active
C023356,L037261,Ibn-Omar-eddine,(+20)01507284311,Apartment,3/19/2024,Installments,Returning,Active
C023357,L031229,Bar hala,(+20)01171227561,Villa,9/12/2024,Installments,New,Inactive
C023358,L037264,dahsabriran,(+20)01201282863,Apartment,4/12/2024,Installments,New,Active
C023360,L037266,Waleed7,(+20)01186841990,Apartment,3/24/2024,Installments,Returning,Inactive
C023361,L031230,Maryam_78,(+20)01182320873,Villa,3/13/2024,Installments,New,Active
C023362,L031234,BarHusseinush257,(+20)01003709561,Villa,1/30/2024,Installments,Returning,Inactive
C023363,L031246,RaededTamer,(+20)01514989911,Villa,9/17/2024,Installments,Returning,Active
C023364,L037267,Tarek53,(+20)01593464676,Apartment,3/14/2024,Cash,VIP,Active
C023365,L037268,Osirisoush,(+20)01227008114,Apartment,9/24/2024,Installments,New,Active
C023366,L054618,NasserarNasser,(+20)01248330152,Twin House,4/2/2024,Installments,New,Active
C023367,L097772,Amira-eh,(+20)01246334619,Twin House,9/1/2024,Cash,VIP,Inactive
C023368,L031251,IbnFarida,(+20)01091195783,Villa,8/12/2024,Cash,VIP,Active
C023369,L040798,Abugaber,(+20)01107383531,iVilla,9/27/2024,Installments,Returning,Active
C023370,L037270,GalMostafaush,(+20)01533054217,Apartment,3/15/2024,Cash,VIP,Active
C023371,L032075,Raedemahmed,(+20)01273064199,Townhouse,3/2/2024,Cash,VIP,Inactive
C023372,L031270,WALEEDARGAMAL,(+20)01106617872,Villa,2/17/2024,Cash,VIP,Inactive
C023374,L066761,Zainab-osh,(+20)01018212833,Townhouse,5/12/2024,Cash,VIP,Active
C023375,L031272,Ali_72,(+20)01533054542,Villa,8/29/2024,Installments,Returning,Inactive
C023376,L064887,Mostafa_37,(+20)01050662703,Townhouse,2/9/2024,Cash,VIP,Active
C023377,L037271,Hala_89,(+20)01517838041,Apartment,3/3/2024,Installments,New,Active
C023379,L072222,TarekazTarek,(+20)01004047002,Twin House,10/5/2024,Installments,New,Active
C023380,L037279,Nur-Amr-an,(+20)01140450679,Apartment,10/11/2024,Installments,Returning,Active
C023381,L037283,Umleila,(+20)01040413897,Apartment,3/18/2024,Cash,Returning,Active
C023382,L037285,EssamasMostafa,(+20)01008388985,Apartment,3/24/2024,Installments,Returning,Active
C023384,L037286,AliabOmar,(+20)01157024409,Apartment,2/18/2024,Installments,Returning,Inactive
C023386,L015327,ELLAYLAEL,(+20)01285672837,Townhouse,9/1/2024,Cash,VIP,Active
C023389,L011352,um-layla-ah,(+20)01007304840,Duplex,10/22/2024,Installments,New,Inactive
C023392,L037288,AINYOUSSEFOSH,(+20)01068296453,Apartment,10/5/2024,Cash,VIP,Inactive
C023393,L037290,UmNadael,(+20)01549115875,Apartment,3/7/2024,Installments,Returning,Inactive
C023394,L037292,NoorSaad,(+20)01164714696,Apartment,9/18/2024,Cash,VIP,Active
C023395,L037297,Youssef3591,(+20)01061071177,Apartment,5/3/2024,Cash,New,Active
C023396,L074755,MohamedazAdel,(+20)01136104971,Penthouse,8/26/2024,Cash,New,Active
C023398,L037303,Um-Omar-a,(+20)01128960328,Apartment,3/30/2024,Cash,VIP,Active
C023400,L070710,Nasser_48,(+20)01249926479,Twin House,3/31/2024,Installments,Returning,Inactive
C023401,L031286,YoussefemSamir,(+20)01142817859,Villa,10/9/2024,Installments,New,Active
C023403,L031311,Dar-samir-un,(+20)01121074363,Villa,2/22/2024,Installments,Returning,Inactive
C023404,L037305,BintPtahouf,(+20)01140974495,Apartment,1/27/2024,Installments,New,Active
C023405,L037312,HanianAhmed,(+20)01253944737,Apartment,4/2/2024,Installments,Returning,Active
C023406,L037313,Mxlgsfftabyp245,(+20)01507652509,Apartment,4/10/2024,Installments,Returning,Inactive
C023407,L037322,noorafafal,(+20)01228789081,Apartment,3/19/2024,Installments,New,Active
C023409,L011356,AhmedamIbrahim,(+20)01117285999,Duplex,3/11/2024,Cash,New,Active
C023410,L037327,nurrafiqeldeen,(+20)01566310776,Apartment,9/22/2024,Installments,New,Active
C023412,L037328,BayZakariaa,(+20)01154075457,Apartment,10/9/2024,Installments,New,Active
C023414,L066620,ImanutIbrahim,(+20)01136121981,Twin House,4/6/2024,Cash,VIP,Active
C023415,L037335,DarSaraa,(+20)01241350599,Apartment,3/9/2024,Installments,Returning,Active
C023416,L037336,Hassanadsamir,(+20)01190029069,Apartment,8/28/2024,Cash,VIP,Active
C023417,L037339,AlNasserullah,(+20)01271868303,Apartment,4/10/2024,Installments,Returning,Inactive
C023419,L031324,Bint-fatma,(+20)01014364698,Villa,8/18/2024,Installments,Returning,Inactive
C023421,L031334,Khafraef,(+20)01182079975,Villa,10/21/2024,Cash,VIP,Inactive
C023422,L031337,Hani_95,(+20)01201285011,Villa,4/29/2024,Cash,VIP,Inactive
C023423,L031340,NoorBasmawan,(+20)01171455072,Villa,5/6/2024,Cash,VIP,Inactive
C023424,L075206,Bayamal,(+20)01535775817,Townhouse,9/3/2024,Installments,New,Inactive
C023425,L031377,Um-Youssef-on,(+20)01015406665,Villa,9/9/2024,Cash,VIP,Active
C023426,L037340,HaniilTarek,(+20)01124525465,Apartment,5/23/2024,Installments,Returning,Active
C023427,L031379,ElRaedey,(+20)01267633176,Villa,4/20/2024,Installments,Returning,Active
C023428,L037342,khaledanmedhat,(+20)01131004756,Apartment,11/23/2024,Installments,Returning,Active
C023429,L037344,EssamulEssam,(+20)01086693341,Apartment,4/1/2024,Installments,New,Inactive
C023430,L037349,Sara-ey,(+20)01067127640,Apartment,12/5/2024,Installments,Returning,Inactive
C023431,L037351,Bint-Ibrahim-in,(+20)01169376065,Apartment,2/16/2024,Installments,New,Active
C023432,L099515,Aliamadel,(+20)01169028993,Townhouse,4/13/2024,Installments,New,Active
C023433,L037352,Bint Nasir,(+20)01035673494,Apartment,2/22/2024,Cash,VIP,Active
C023434,L031380,Jamilallah,(+20)01563449266,Villa,3/9/2024,Cash,VIP,Active
C023435,L031381,Ammar Rashid,(+20)01004159867,Villa,3/3/2024,Installments,New,Inactive
C023436,L005188,Khadija Raed,(+20)01291414472,Twin House,9/18/2024,Installments,New,Inactive
C023437,L037353,DalFaridafan,(+20)01220780305,Apartment,10/27/2024,Cash,VIP,Active
C023438,L031384,Nasser5,(+20)01036985443,Villa,10/27/2024,Cash,VIP,Active
C023439,L056670,UmSarai,(+20)01573701603,Penthouse,10/30/2024,Installments,New,Inactive
C023440,L062173,El-Khaled-i,(+20)01159026462,Twin House,3/25/2024,Installments,Returning,Active
C023441,L045275,SamirazRaed,(+20)01154004603,Twin House,4/11/2024,Installments,New,Active
C023442,L037354,Malak4865,(+20)01071535292,Apartment,3/23/2024,Cash,VIP,Inactive
C023444,L037361,abuadel,(+20)01200184246,Apartment,4/20/2024,Cash,VIP,Active
C023445,L037365,Faridalan,(+20)01267372000,Apartment,10/10/2024,Installments,New,Active
C023446,L037369,redaushorus,(+20)01103378591,Apartment,3/2/2024,Cash,VIP,Active
C023447,L031393,Bintjamal,(+20)01022120257,Villa,3/8/2024,Cash,VIP,Active
C023448,L031396,BadremMahmoud,(+20)01092913765,Villa,10/24/2024,Cash,VIP,Active
